1;4000
691;3097
3671;6685
1383;9688
6929;678
8796;9884
4713;5425
9042;6204
3207;6740
605;2359
7497;5226
5103;2841
6097;2471
9303;3229
7909;3929
283;443
4495;3307
2056;905
7120;8335
1212;8532
2406;3237
1160;3808
2635;8908
9409;9781
6741;7828
9999;801
5879;7096
3673;5004
3055;9595
1651;2157
9785;299
5006;4320
3985;1958
518;7961
2378;2032
5650;2667
7593;613
9797;3391
4814;7313
6340;308
5355;3583
177;2755
4869;5825
8402;1518
2008;3742
7593;6735
9333;7887
9754;7101
1993;116
396;9717
1306;763
6454;8902
9721;6723
8788;6654
864;5373
3864;6983
3377;270
1877;1350
62;5912
4057;2627
4503;475
199;593
5770;7447
8543;2826
8073;9308
4063;1044
6304;9014
7943;4431
299;7956
567;8308
333;2251
2689;8611
3888;2768
4638;80
9041;8120
1365;8802
2971;4006
1951;7806
5012;6750
5789;7796
2448;3664
4068;3749
3831;7935
4427;2147
8953;1158
8663;2887
6854;2332
8264;4541
3185;8169
174;1563
6151;5901
5701;7315
5819;6432
8738;7280
5072;2618
5612;2774
1732;4765
7755;6578
435;3004
138;8470
9765;4107
2946;389
4793;8512
1333;8120
7746;1882
8239;8803
9775;4305
8263;1314
5010;9459
6346;9635
3960;5469
3646;7678
7132;9001
4381;7729
1280;4199
1661;3667
105;8492
7370;4403
8405;7992
995;2641
3690;6241
4997;8945
2110;1400
9756;1391
6160;8630
9456;6589
84;6358
1343;8782
5170;7422
4736;9863
1165;8656
2870;4674
1978;5394
214;2749
3477;566
256;9783
8743;1602
3893;9541
1442;2185
6577;9657
1119;55
3135;2847
5150;6517
2778;8414
890;8093
3260;7611
8056;5842
2351;420
5855;3260
6833;610
1484;9414
4089;568
6697;9952
9019;7305
6922;5010
9492;6314
3062;9640
6834;481
9564;9395
3959;7148
3574;949
2666;7585
9106;5218
3346;9648
7012;8387
4897;6172
6237;4391
9989;8800
4377;1010
987;9374
5838;488
4818;8727
4079;4814
878;5819
330;5204
4635;8506
4955;5142
1057;888
9185;6405
6171;1237
4369;7893
2134;8749
3035;7822
1031;7018
1101;829
5295;7069
3395;2914
8110;2994
5256;8760
5463;8827
1453;7952
2596;6154
9927;8904
1543;8123
1902;1849
3160;7025
1830;5205
6581;9427
311;2787
1426;4938
643;2903
3197;2153
4990;4179
334;8022
9269;7139
2148;4992
6835;4992
486;3598
9760;1891
4365;6903
3132;1990
6086;7131
2116;8030
9321;4195
3789;3920
4577;407
5698;1768
5074;5592
982;187
6557;2099
5472;7323
7853;9712
5681;9057
5106;6384
7815;46
1510;1862
7041;2925
6103;7776
3107;8835
9730;9580
3130;690
3636;2843
4844;9108
6301;8815
3975;9770
7123;1962
7481;123
1346;5177
397;2804
9225;6792
7752;2943
3833;7163
4611;6577
6167;1609
6678;7830
3221;782
1082;3202
4561;9187
2003;2354
5614;7472
8587;6106
1337;4374
3263;4013
2247;9755
6987;5856
5880;1035
4245;3648
671;1510
4668;3358
5976;525
38;8440
1489;2307
5135;481
1673;2350
8406;5793
5986;7696
3730;635
3647;194
7726;1866
2512;9876
7961;4339
5188;8957
6199;1068
1971;5653
7403;7336
9399;988
9564;5289
5254;1104
1665;1266
5712;2157
7055;4168
7988;4860
7382;9470
2324;949
7807;176
435;4417
7727;2928
3651;6230
2455;4807
2901;2404
400;3902
4405;1858
7147;4673
9506;2202
2588;7302
4393;8799
9687;8781
5666;4840
3864;2321
645;7908
55;788
7137;1589
497;9384
5963;9047
10;2519
972;9144
7160;9936
5498;4707
9022;7545
1247;6837
4513;9126
5464;8776
6237;6100
4904;7774
3616;3904
575;3652
726;5129
5564;8317
685;1596
9314;1328
4726;9760
5659;2830
8131;6472
8648;6643
7108;4989
9737;3096
385;4365
2262;3347
6796;8860
4295;4318
5471;7861
8945;6149
8364;935
1977;2129
5809;7123
202;4407
4543;2344
517;7510
4226;3864
8722;5635
2849;6199
9241;9045
3643;8521
1770;9476
6082;9666
8511;4412
1431;3176
6139;5324
8896;1479
9951;5539
1890;5236
3734;9240
5194;1194
7803;4328
2853;9452
9414;8332
3549;8958
4265;8366
4866;8268
5172;3279
396;7097
4172;8533
3942;3087
7272;2132
3213;7300
6865;2933
1353;1457
5436;1091
8417;9698
5592;4038
6442;7729
5681;388
1210;2619
7308;8494
925;7235
912;5972
7090;4313
8216;1463
5671;6509
5875;130
7261;431
2898;9950
3427;4598
5560;6739
2665;3560
7400;2010
3464;3007
8670;9283
3870;3579
9105;1247
6631;4305
250;2318
6526;152
8764;8539
1779;1942
70;9549
4631;1130
2523;5374
7045;6308
5886;4170
6326;3155
4298;5742
1965;4583
3154;9643
9443;3259
1365;5967
8891;4402
5317;1576
6540;2738
8495;4421
4698;3894
1260;3869
1643;7103
8500;5511
6246;3109
9036;4775
3426;8384
9537;4869
5582;4401
7458;1066
2053;8587
2024;5148
3351;1781
9673;945
9406;5586
511;4348
1406;1791
5305;8887
4936;5239
8373;1078
8075;938
274;8048
1852;6022
5664;3673
2076;7227
5897;8443
876;4969
2981;2574
3552;5823
1366;1514
1299;6200
6706;7897
3202;1400
6205;4291
1557;5835
3462;6587
2980;2191
1817;8784
4057;9580
4140;6093
4354;3304
3704;4779
1475;1774
348;3957
2579;9322
8482;6706
4255;7180
8639;5246
7981;8737
2283;7735
1545;9323
355;2230
7719;5259
9639;6774
278;1650
7461;3235
3995;3527
4460;6517
9639;307
7192;66
7209;9277
7210;3229
638;9827
899;5930
5013;6490
4865;1407
3023;5504
4908;8263
753;6573
2778;9003
4245;8764
3777;3380
7275;7105
31;1360
7720;4293
8779;2365
4565;186
2390;4522
100;242
6977;105
2212;2930
9462;1103
9783;5271
8734;1890
153;5143
5146;4351
1397;8746
4012;4495
3692;1727
2995;8590
3475;2852
317;1146
1264;9833
579;6702
9044;7934
7633;2303
5917;3330
9451;7801
1376;4840
8197;6653
3995;9602
9829;783
9594;565
1479;9244
6994;6228
1575;1897
1395;5978
7203;6167
5068;7581
5598;7009
2590;6920
1766;7695
3165;3881
2260;1730
5699;2477
5912;4307
3265;7741
5900;5054
2328;6688
4006;2496
8701;5757
7071;4695
6553;2517
7765;9782
9034;5164
6597;4760
9032;9333
9783;851
6465;8105
8046;8944
4082;7729
4731;9216
7254;8556
7724;4899
4440;7937
8549;1334
4132;9441
3793;7945
936;649
8506;2581
8166;9974
8606;4786
6808;1520
9471;6997
1077;5775
876;396
8879;3151
4246;5228
1465;6787
6761;3738
328;836
8313;7569
930;552
1488;483
2284;861
1849;1520
8563;858
5594;3390
3957;2648
4359;5777
4786;4328
2413;3506
3550;8536
9773;5067
8008;9958
5878;7865
4663;7473
2372;2745
89;9171
277;1835
5427;1431
6383;560
9072;6404
6026;6786
85;5810
4595;7513
175;2783
8093;6238
5256;7638
3855;2212
8503;7919
6152;6152
5602;7844
7789;5649
9477;7358
8085;7543
6126;6402
9603;3797
5436;5732
918;2052
826;1624
312;1963
9402;8156
5810;3668
9942;7410
253;5288
9478;4887
6177;2244
499;4716
4233;2325
9862;6814
569;6987
7407;6063
3156;1102
6945;1791
4395;573
4809;4340
7494;9583
1478;4375
7097;7059
9925;9722
438;4944
274;3986
3873;9253
4119;974
1099;8581
3439;9049
3556;3706
8403;9928
588;6252
5589;7143
6748;3991
3114;441
6350;5284
2037;3699
806;5435
3986;5600
2588;3244
3440;4289
790;6963
9352;9474
7125;4997
4854;8049
7970;8222
5688;2212
7581;7566
7702;2257
