1;4000
6040;1575
5336;6266
7710;3717
4696;1326
1662;1330
525;314
6225;6383
6951;9600
4502;3448
918;9660
2215;5866
3992;4164
6128;9222
1901;1356
7772;3697
3644;2861
4663;378
7222;2530
6587;444
6981;644
7605;306
8379;6865
5408;230
9570;8694
8419;8752
5620;883
7574;289
425;5218
4142;8741
3382;9430
7114;5589
2786;8591
3712;7040
5546;2273
4377;1074
3305;6024
9265;1937
8347;6240
6669;6555
8766;3399
5115;4632
1292;9800
9881;1795
1913;4447
1644;3020
8934;9509
9580;1818
515;9937
3837;9165
8862;222
2538;4995
6240;28
6678;4254
3755;3509
2178;8933
2473;5459
2140;7311
7846;1157
3917;1710
2646;5732
4995;6461
656;3204
8874;8504
3210;4965
7168;4054
3346;2395
6926;6138
7827;8561
2864;9400
5534;9486
2587;598
1905;6373
9193;5442
2937;6309
9685;5045
9061;521
9522;8131
8687;6008
3323;8381
3620;8531
9274;9806
3665;2364
75;6887
5755;4944
6415;357
3714;2622
9932;3985
8360;7090
1332;2470
4085;733
5940;5664
7271;3153
3355;9736
3947;422
23;1596
8922;3225
3631;8922
6343;11
5967;4499
2047;6489
6585;177
1419;3382
3037;2773
2532;207
4688;1479
3289;4033
6212;3947
3003;8679
3767;6105
3383;1599
1497;8992
1275;2825
8579;4409
5636;2790
7310;21
4239;3567
875;3708
1357;1135
5408;6420
6310;4665
4678;2549
4151;2453
7331;6958
4022;3184
6010;8163
7716;5470
4837;7906
878;8237
6790;8383
1896;9489
5314;9702
9060;1184
5123;1826
4820;3538
5638;7211
7093;2949
6718;2609
1493;3888
454;1113
5068;6613
4655;8415
1681;9385
3360;455
1529;5945
7228;3173
2444;6485
1964;8912
8618;3051
6091;8158
3172;8416
304;9795
4591;782
9436;7788
3476;5388
4590;7341
5286;8087
7427;8922
6772;5246
756;4328
8677;8962
9611;4924
4936;6505
4798;8557
9079;8158
6552;8316
1849;8155
9372;3225
132;9323
384;8274
6218;3174
2624;8753
8157;3731
1544;1777
6488;5142
7739;6081
9983;270
1379;9701
3233;9890
4181;3996
1846;9845
2880;1623
6849;6581
4092;5504
8473;9867
4252;5659
917;5144
9843;808
3932;6994
2558;2090
4075;9481
1198;6922
8374;8774
7151;2091
5773;8350
3080;6456
7248;7373
5137;5341
3728;8345
7404;621
2100;1039
3580;2802
3465;5885
4964;3981
4558;1469
5687;3459
2773;7629
5846;1006
7600;7744
690;6311
6436;1225
9340;6948
714;1
9659;1402
9093;809
6832;8094
8042;8494
1971;6177
6573;4181
3655;8924
1117;6219
9659;5953
8555;1043
8372;6225
291;5767
9368;9805
7914;4244
459;2683
1458;3552
4148;5632
4598;8433
9890;5011
7171;7110
9805;725
4385;3023
4564;4136
3753;3600
3046;6592
5377;8903
4088;7499
8516;190
1127;9352
7583;790
866;5989
3663;9490
5255;9486
3435;9655
1980;571
6012;5691
2451;7214
9598;2121
7841;6127
4106;9576
3101;2319
2919;6252
6085;2565
6833;3070
3939;9669
5870;5650
1691;5726
157;6490
8673;4268
9333;6279
6792;3125
1051;4159
978;2087
3086;2910
6167;2086
240;6550
7100;5486
6830;4627
6880;274
7854;9621
7776;4514
7120;1286
3046;1201
8600;4512
1720;7870
8046;5359
9207;9718
5538;3256
5373;9815
6011;6064
8278;5045
4078;8682
6177;1827
1470;5195
2564;1375
296;9161
9066;288
2971;6585
8797;8589
162;1371
8429;3991
1353;3584
692;8127
8794;6738
249;7756
4449;1500
4990;1546
1334;9711
1663;940
5158;4389
9458;1808
9538;8557
7660;2140
8217;8125
3839;9842
706;1811
7138;3871
3548;4163
7206;1406
8023;6071
3058;3503
6507;896
7722;1808
3942;3278
3924;9264
7913;2038
3259;8500
682;8176
6293;2573
9181;3932
3875;4108
4471;9077
574;516
436;6206
9598;4923
2612;7632
4809;4741
1941;2692
9526;2389
4989;5750
3696;5557
1700;2008
693;7648
4103;330
2548;2541
4582;9740
7688;1652
251;8985
8444;5432
828;6617
6507;5904
941;2407
3275;1598
4276;9606
8612;1358
6148;1538
5926;8875
3172;5333
3662;5516
3512;224
3317;5060
8905;7753
1917;261
79;6500
2522;7846
531;4471
9764;5474
9689;8182
8709;1500
5425;8642
4368;5958
7607;924
6112;9052
8917;5852
5900;1724
6508;9402
1766;1305
8271;7901
8334;4172
407;4800
4234;6442
8849;7901
2290;3195
5640;4247
2056;6526
2808;3597
5892;2768
502;380
9135;9677
3199;8340
2116;5040
7638;1698
6798;9219
8806;1604
3617;5480
5788;6857
4752;3583
7569;3485
8499;4112
9991;8588
5666;3256
8972;76
3013;377
1849;5393
601;3571
8207;9146
9652;1667
3950;1678
5014;4613
7507;8027
1628;8055
5058;9502
7577;2044
2464;8128
7195;8287
5158;7590
6508;5132
3709;2998
9818;4545
1974;5783
676;769
6792;9329
2629;6039
3054;5590
5177;4769
5615;2843
8186;3962
18;2
3626;4239
7278;3449
6978;2849
4082;8227
1880;7306
8677;6605
677;5870
4448;3530
429;8997
7718;289
8597;4112
3675;4813
5176;4548
4484;9494
8344;2375
6615;5129
8825;3949
228;2663
4138;6526
2037;2767
7624;3995
4517;6975
8770;9952
8515;3093
