1;4000
2156;6882
2803;6229
3872;9058
6986;9778
7022;1222
5395;3520
9594;5442
2444;272
5688;6202
9585;6248
8404;2229
6368;5336
7664;4853
765;987
2320;5413
133;8663
1928;126
5478;9027
2550;1983
734;9667
2635;5750
5657;1052
9576;3974
5659;613
4921;8956
4369;7376
6330;8169
5075;8412
7412;8253
5310;7530
2306;5860
4800;6075
527;1912
755;5495
8963;9594
6049;1414
2191;5323
5217;9357
9268;6308
423;2981
5049;7884
4511;6685
6731;8767
1123;5829
1787;2600
2478;9416
1787;9731
3852;2092
7657;4036
74;4535
5874;5747
3402;3963
1820;2807
4062;9338
6052;9994
4386;9073
1591;7259
5037;2581
5530;6092
7101;838
6199;5506
6988;5275
7941;7283
1991;8795
9164;3484
3162;7452
5713;7910
8695;6477
884;7204
5415;9658
5400;6589
8150;6863
5546;9834
6805;485
5321;3013
8728;7929
8946;6815
9649;3922
3346;2780
9882;3372
6341;4637
3753;2813
5199;7170
9284;6005
1910;1469
2067;7216
6118;7286
1920;3891
3952;287
3474;8943
1226;4464
2128;1750
2393;7676
4947;6084
2467;1379
2056;2665
7735;3959
7792;3794
2454;748
2505;7643
3022;2836
5221;127
8084;1055
4651;3056
2942;1170
960;8227
9274;1205
3606;8516
6654;2111
1135;8636
661;8520
7307;203
3454;7200
4157;8038
6628;7005
6700;7207
2871;5636
5828;3204
2500;5275
5703;907
3300;1355
9401;1439
7262;6075
1923;9933
5775;1091
2820;1320
5658;1805
1597;5749
1973;9090
7865;7
12;2954
4743;6395
8067;6623
8422;5929
4629;8868
8990;8430
8520;6981
7621;8115
8131;2761
3073;9609
6415;9110
6050;5979
1567;5385
3454;7339
9441;5541
5786;5836
2661;4265
64;456
3114;2794
7462;2938
9046;7934
9627;4346
5358;4904
92;327
5832;7050
7553;1971
9029;3250
5902;8287
5363;6844
1870;5823
1488;8339
4861;686
9513;7784
5176;8349
2836;1714
6166;6997
7376;3889
3085;894
6893;8640
6399;1288
3694;593
146;3682
1544;4760
6572;1972
5884;6585
6705;1905
7531;2344
2807;8597
8;6532
2698;5420
7313;4334
7854;4479
8542;4094
6839;2128
8083;6818
3198;6455
5294;7162
2192;7558
5550;3127
3961;5548
5322;9716
1588;5687
7581;5187
1336;4844
203;7223
8884;8557
9311;317
9779;3348
1507;4996
4519;4708
3818;4120
8683;7132
7829;1414
6362;8979
4973;2645
761;1545
3224;428
9312;8706
1550;9466
1866;787
7398;270
9644;3863
4213;5859
9472;3631
520;7758
2560;1186
9482;4735
9550;6575
7981;145
3938;4812
7262;1492
4049;8233
2977;8890
9741;8479
1055;7445
3733;1228
7252;2294
9072;6821
2454;4010
3575;398
2859;6396
9351;5802
4006;8302
454;8593
288;6055
4584;4822
7067;3298
5368;3854
810;625
204;5541
3731;8250
4906;4260
3400;1137
473;4958
4447;7500
9181;9245
9076;8413
6891;2771
5426;8359
5978;8656
8012;4005
8624;5588
2425;1219
3320;3350
7283;8399
8403;2988
29;7569
5196;3627
9574;3370
9884;3011
8020;4057
7671;4268
5738;7934
4930;7080
8938;3289
5092;7491
6513;9778
1816;6923
3436;4512
8649;7591
1283;6605
7806;8517
2530;9844
1975;3571
4225;4302
2104;596
8344;4229
1051;8543
677;1342
7631;7771
7458;9770
8120;7195
9109;1336
2630;787
3451;7600
1834;5103
6521;8148
5551;8965
7747;2972
8380;6189
7636;490
9214;2371
366;1713
795;7103
728;5410
2708;3739
4674;8720
6197;9830
5455;2584
2018;2702
2748;1654
3175;6298
521;3829
2846;7356
436;5504
4038;1287
1546;4750
1609;703
3742;6168
9174;2420
1978;7938
3087;2020
609;3742
3238;8532
2404;9628
5696;5673
4716;8657
5379;201
6115;4231
7870;2435
397;6337
8266;8731
1268;3667
1519;834
267;8545
3104;2380
2506;888
1050;8580
9669;2079
395;1112
7383;9531
8914;6596
4538;7980
8650;3679
5442;4102
1171;714
1785;6915
5793;3303
307;7602
9034;8549
